time,frequency,fd
2024-04-08 17:05:00,10,-0.22617615157292012
2024-04-08 17:05:00,10,-0.2070022345350863
2024-04-08 17:05:00,10,-0.20483472532898972
2024-04-08 17:05:00,10,-0.19742354741993065
2024-04-08 17:05:00,10,-0.17094167957362918
2024-04-08 17:05:00,10,-0.17312943321398036
2024-04-08 17:05:00,10,-0.14580713294213615
2024-04-08 17:05:00,10,-0.14888662925413254
2024-04-08 17:05:00,10,-0.12255327298744978
2024-04-08 17:05:00,10,-0.1279116479329925
2024-04-08 17:05:00,10,-0.13154795325342397
2024-04-08 17:05:00,10,-0.12147048578113581
2024-04-08 17:05:00,10,-0.0645148587343355
2024-04-08 17:05:00,10,-0.10534042547263259
2024-04-08 17:05:00,10,-0.10981916002266828
2024-04-08 17:05:00,10,-0.09715824668008696
2024-04-08 17:05:00,10,-0.08569512934347481
2024-04-08 17:05:00,10,-0.09327434255087459
2024-04-08 17:05:00,10,-0.08673841604621739
2024-04-08 17:05:00,10,-0.09800940840787638
2024-04-08 17:05:00,10,-0.05067172578008729
2024-04-08 17:05:00,10,-0.07475332563715134
2024-04-08 17:05:00,10,-0.07664507444406216
2024-04-08 17:05:00,10,-0.08012099445702202
2024-04-08 17:05:00,10,-0.07434278912058036
2024-04-08 17:05:00,10,-0.1894909823776213
2024-04-08 17:05:00,10,-0.06482680315674555
2024-04-08 17:05:00,10,-0.049936526606565834
2024-04-08 17:05:00,10,-0.13185141872234826
2024-04-08 17:05:00,10,-0.0662587609486126
2024-04-08 17:05:00,10,-0.03374543571630055
2024-04-08 17:05:00,10,0.16772221161501266
2024-04-08 17:05:00,10,-0.049894002737982175
2024-04-08 17:05:00,10,0.06566951214793415
2024-04-08 17:05:00,10,-0.031947899273736535
2024-04-08 17:05:00,10,-0.07074097059676718
2024-04-08 17:05:00,10,-0.10130046271735602
2024-04-08 17:05:00,10,-0.31556732357346196
2024-04-08 17:05:00,10,-0.07843580334380079
2024-04-08 17:05:00,10,-0.1916133815077641
2024-04-08 17:05:00,10,-0.18242883272714802
2024-04-08 17:05:00,10,-0.12713451448185598
2024-04-08 17:05:00,10,-0.15255581941412394
2024-04-08 17:05:00,10,-0.1376914829692118
2024-04-08 17:05:00,10,-0.13734864947602177
2024-04-08 17:05:00,10,-0.12115483507153621
2024-04-08 17:05:00,10,-0.10625086708978881
2024-04-08 17:05:00,10,-0.11095323372716756
2024-04-08 17:05:00,10,-0.11147741599278721
2024-04-08 17:05:00,10,-0.10310178161223311
2024-04-08 17:05:00,10,-0.09622187502813982
2024-04-08 17:05:00,10,-0.09366297103520417
2024-04-08 17:05:00,10,-0.09273150127678588
2024-04-08 17:05:00,10,-0.09395337106481169
2024-04-08 17:05:00,10,-0.08949456336419095
2024-04-08 17:05:00,10,-0.0833189588638118
2024-04-08 17:05:00,10,-0.07569553482105575
2024-04-08 17:05:00,10,-0.08353463693705057
2024-04-08 17:05:00,10,-0.07683301955505477
2024-04-08 17:05:00,10,-0.07497821001009147
2024-04-08 17:05:00,10,-0.07162674712838431
2024-04-08 17:05:00,10,-0.06793009477787604
2024-04-08 17:05:00,10,-0.06388843501533636
2024-04-08 17:05:00,10,-0.05980547424393917
2024-04-08 17:05:00,10,-0.059933243688929855
2024-04-08 17:05:00,10,-0.054434797758982564
2024-04-08 17:05:00,10,-0.048162835114787486
2024-04-08 17:05:00,10,-0.1668231115069595
2024-04-08 17:05:00,10,0.04563681739069472
2024-04-08 17:05:00,10,-0.05126812088839739
2024-04-08 17:05:00,10,-0.060978134287451295
2024-04-08 17:05:00,10,-0.06489710848750153
2024-04-08 17:05:00,10,-0.040828253444378126
2024-04-08 17:05:00,10,-0.0608833286406167
2024-04-08 17:05:00,10,0.07186353698158916
2024-04-08 17:05:00,10,-0.01406355956830456
2024-04-08 17:05:00,10,-0.033992208156007654
2024-04-08 17:05:00,10,-0.0018605348655208256
2024-04-08 17:05:00,10,0.013113269747395968
2024-04-08 17:05:00,10,-0.08256613412457091
2024-04-08 17:05:00,10,-0.01218937030159762
2024-04-08 17:05:00,10,0.004463665469494983
2024-04-08 17:05:00,10,-0.013109015469486618
2024-04-08 17:05:00,10,-0.018079587502467354
2024-04-08 17:05:00,10,-0.02576186799883602
2024-04-08 17:05:00,10,-0.010694023145186332
2024-04-08 17:05:00,10,-0.013515985797073742
2024-04-08 17:05:00,10,0.04492585600652518
2024-04-08 17:05:00,10,0.07146757584226987
2024-04-08 17:05:00,10,0.009703062630487237
2024-04-08 17:05:00,10,0.03694688273607721
2024-04-08 17:05:00,10,0.07191999840191843
2024-04-08 17:05:00,10,0.06651697627596503
2024-04-08 17:05:00,10,0.07008177524827425
2024-04-08 17:05:00,10,0.07713686637907377
2024-04-08 17:05:00,10,0.12362060513525355
2024-04-08 17:05:00,10,0.1734811448061314
2024-04-08 17:05:00,10,0.30985644594025114
2024-04-08 17:05:00,10,-0.7027774540856107
2024-04-08 17:05:00,10,-0.20698964321157348
2024-04-08 17:05:00,10,-0.16058589603569295
2024-04-08 17:05:00,10,-0.37620806327805184
2024-04-08 17:05:00,10,-0.550517414513473
2024-04-08 17:05:00,10,-0.3066374548016271
2024-04-08 17:05:00,10,-0.36781337995002394
2024-04-08 17:05:00,10,0.005441786847527136
2024-04-08 17:10:00,10,-0.18494796039665823
2024-04-08 17:10:00,10,-0.23014765511377555
2024-04-08 17:10:00,10,-0.2366944223207086
2024-04-08 17:10:00,10,-0.18167758274729132
2024-04-08 17:10:00,10,-0.1748620223524376
2024-04-08 17:10:00,10,-0.17590665188913346
2024-04-08 17:10:00,10,-0.14504106460945643
2024-04-08 17:10:00,10,-0.13888082062829607
2024-04-08 17:10:00,10,-0.15052497868929715
2024-04-08 17:10:00,10,-0.12123672152491852
2024-04-08 17:10:00,10,-0.11253641748119866
2024-04-08 17:10:00,10,-0.11869319668406975
2024-04-08 17:10:00,10,-0.14756015000690664
2024-04-08 17:10:00,10,-0.0970223992708103
2024-04-08 17:10:00,10,-0.10434089553191053
