time,frequency,fd
2024-04-08 17:05:00,5,-0.23981036581696527
2024-04-08 17:05:00,5,-0.22132411638010435
2024-04-08 17:05:00,5,-0.21020568334108036
2024-04-08 17:05:00,5,-0.1937477153802347
2024-04-08 17:05:00,5,-0.17261300003360602
2024-04-08 17:05:00,5,-0.1582186316183096
2024-04-08 17:05:00,5,-0.15478743098446798
2024-04-08 17:05:00,5,-0.12273581134131652
2024-04-08 17:05:00,5,-0.12897171817206318
2024-04-08 17:05:00,5,-0.13449945428392063
2024-04-08 17:05:00,5,-0.1258793421015683
2024-04-08 17:05:00,5,-0.11421859358884871
2024-04-08 17:05:00,5,-0.10050327432634125
2024-04-08 17:05:00,5,-0.11737787725869224
2024-04-08 17:05:00,5,-0.10386337751968695
2024-04-08 17:05:00,5,-0.1032319846677617
2024-04-08 17:05:00,5,-0.08473595960269308
2024-04-08 17:05:00,5,-0.0672846376197096
2024-04-08 17:05:00,5,-0.08651013693319493
2024-04-08 17:05:00,5,-0.09868676965801987
2024-04-08 17:05:00,5,-0.08211106702866046
2024-04-08 17:05:00,5,-0.08828767134076888
2024-04-08 17:05:00,5,-0.07499720653313907
2024-04-08 17:05:00,5,-0.07616259995841247
2024-04-08 17:05:00,5,-0.1143604052361837
2024-04-08 17:05:00,5,-0.07714222983863975
2024-04-08 17:05:00,5,-0.06792307016449736
2024-04-08 17:05:00,5,-0.038537350279963085
2024-04-08 17:05:00,5,-0.07733208306509205
2024-04-08 17:05:00,5,-0.05214236413365237
2024-04-08 17:05:00,5,-0.03403207524057149
2024-04-08 17:05:00,5,-0.05637733087323178
2024-04-08 17:05:00,5,-0.02474282838899325
2024-04-08 17:05:00,5,-0.04498338929278412
2024-04-08 17:05:00,5,-0.02331591313311835
2024-04-08 17:05:00,5,-0.04441875963713049
2024-04-08 17:05:00,5,-0.043893509392053054
2024-04-08 17:05:00,5,-0.03899151492702451
2024-04-08 17:05:00,5,-0.021284879847525397
2024-04-08 17:05:00,5,-0.04767089593005968
2024-04-08 17:05:00,5,-0.04216978762749119
2024-04-08 17:05:00,5,-0.02740106823989164
2024-04-08 17:05:00,5,-0.058382889307947
2024-04-08 17:05:00,5,0.021035172475289812
2024-04-08 17:05:00,5,-0.03318239960328308
2024-04-08 17:05:00,5,-0.03238773498325093
2024-04-08 17:05:00,5,-0.09586451976419992
2024-04-08 17:05:00,5,-0.019029861801858478
2024-04-08 17:05:00,5,-0.022152295999109166
2024-04-08 17:05:00,5,-0.031684099152957265
2024-04-08 17:05:00,5,-0.029378179166051684
2024-04-08 17:05:00,5,-0.021905490148259925
2024-04-08 17:05:00,5,-0.02956942390853828
2024-04-08 17:05:00,5,-0.023425183156600315
2024-04-08 17:05:00,5,-0.0036383534975158206
