time,frequency,fd
2024-04-08 15:01:00,10,0.13504740858653422
2024-04-08 15:01:01,10,0.1354463238950652
2024-04-08 15:01:02,10,0.13582974653577204
2024-04-08 15:01:03,10,0.1361978864632385
2024-04-08 15:01:04,10,0.13655095363204817
2024-04-08 15:01:05,10,0.13688915799678486
2024-04-08 15:01:06,10,0.13721270951203227
2024-04-08 15:01:07,10,0.13752181813237402
2024-04-08 15:01:08,10,0.13781669381239392
2024-04-08 15:01:09,10,0.1380975465066756
2024-04-08 15:01:10,10,0.13836458616980277
2024-04-08 15:01:11,10,0.13861802275635912
2024-04-08 15:01:12,10,0.13885806622092844
2024-04-08 15:01:13,10,0.1390849265180944
2024-04-08 15:01:14,10,0.13929881360244065
2024-04-08 15:01:15,10,0.139499937428551
2024-04-08 15:01:16,10,0.13968850795100904
2024-04-08 15:01:17,10,0.13986473512439845
2024-04-08 15:01:18,10,0.1400288289033031
2024-04-08 15:01:19,10,0.14018099924230656
2024-04-08 15:01:20,10,0.14032145609599256
2024-04-08 15:01:21,10,0.14045040941894485
2024-04-08 15:01:22,10,0.14056806916574707
2024-04-08 15:01:23,10,0.14067464529098295
2024-04-08 15:01:24,10,0.14077034774923625
2024-04-08 15:01:25,10,0.14085538649509058
2024-04-08 15:01:26,10,0.14092997148312972
2024-04-08 15:01:27,10,0.14099431266793733
2024-04-08 15:01:28,10,0.1410486200040971
2024-04-08 15:01:29,10,0.14109310344619283
2024-04-08 15:01:30,10,0.14112797294880808
2024-04-08 15:01:31,10,0.14115343846652667
2024-04-08 15:01:32,10,0.14116970995393224
2024-04-08 15:01:33,10,0.14117699736560857
2024-04-08 15:01:34,10,0.14117551065613929
2024-04-08 15:01:35,10,0.14116545978010814
2024-04-08 15:01:36,10,0.14114705469209882
2024-04-08 15:01:37,10,0.14112050534669496
2024-04-08 15:01:38,10,0.14108602169848036
2024-04-08 15:01:39,10,0.14104381370203878
2024-04-08 15:01:40,10,0.14099409131195378
2024-04-08 15:01:41,10,0.14093706448280913
2024-04-08 15:01:42,10,0.14087294316918852
2024-04-08 15:01:43,10,0.14080193732567567
2024-04-08 15:01:44,10,0.1407242569068543
2024-04-08 15:01:45,10,0.14064011186730807
2024-04-08 15:01:46,10,0.1405497121616207
2024-04-08 15:01:47,10,0.14045326774437594
2024-04-08 15:01:48,10,0.14035098857015743
2024-04-08 15:01:49,10,0.1402430845935489
2024-04-08 15:01:50,10,0.14012976576913408
2024-04-08 15:01:51,10,0.14001124205149662
2024-04-08 15:01:52,10,0.13988772339522024
2024-04-08 15:01:53,10,0.13975941975488876
2024-04-08 15:01:54,10,0.1396265410850857
2024-04-08 15:01:55,10,0.13948929734039484
2024-04-08 15:01:56,10,0.13934789847539994
2024-04-08 15:01:57,10,0.13920255444468463
2024-04-08 15:01:58,10,0.13905347520283268
2024-04-08 15:01:59,10,0.1389008707044277
2024-04-08 15:02:00,10,0.13874495090405345
2024-04-08 15:02:01,10,0.13858592575629367
2024-04-08 15:02:02,10,0.13842400521573203
2024-04-08 15:02:03,10,0.13825939923695219
2024-04-08 15:02:04,10,0.13809231777453795
2024-04-08 15:02:05,10,0.13792297078307295
